headline,body,text,category,label
deg deg bandow lagu soo rogay laascaanood,shirkadda dahabshiil ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,deg deg bandow lagu soo rogay laascaanood shirkadda dahabshiil ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,Security,0 = Fake News
heshiis hordhac ah oo laga gaaray doorashada hargeisa,ilo wareedyo ayaa xaqiijiyay in bangiga dhexe iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,heshiis hordhac ah oo laga gaaray doorashada hargeisa ilo wareedyo ayaa xaqiijiyay in bangiga dhexe iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,Politics,0 = Fake News
cod sir ah ururka midowga afrika oo laga duubay isagoo qorsheynaya inuu ottawa ka baxsado,audio la helay ayaa muujinaya in khilaaf weyn uu ka dhex jiro xubnaha sare ee maamulka,cod sir ah ururka midowga afrika oo laga duubay isagoo qorsheynaya inuu ottawa ka baxsado audio la helay ayaa muujinaya in khilaaf weyn uu ka dhex jiro xubnaha sare ee maamulka,Politics,0 = Fake News
digniin caafimaad oo laga soo saaray helsinki,maamulka hirshabelle ayaa ka digtay cudur faafa oo halis ku ah bulshada,digniin caafimaad oo laga soo saaray helsinki maamulka hirshabelle ayaa ka digtay cudur faafa oo halis ku ah bulshada,Health,0 = Fake News
hackers caalami ah oo jabsaday nidaamka jaaliyadda soomaaliyeed ee berbera,xogta kumanaan qof ayaa la rumeysan inay gacanta u gashay kooxo dambiilayaal ah,hackers caalami ah oo jabsaday nidaamka jaaliyadda soomaaliyeed ee berbera xogta kumanaan qof ayaa la rumeysan inay gacanta u gashay kooxo dambiilayaal ah,Technology,0 = Fake News
fadeexad maamulka hirshabelle oo laga eryay munaasabadda hidaha iyo dhaqanka ee seattle,shacabka ayaa ka xumaaday habdhaqanka masuulkaa intii ay socotay xafladda,fadeexad maamulka hirshabelle oo laga eryay munaasabadda hidaha iyo dhaqanka ee seattle shacabka ayaa ka xumaaday habdhaqanka masuulkaa intii ay socotay xafladda,Social,0 = Fake News
cod sir ah wasaaradda waxbarashada oo laga duubay isagoo qorsheynaya inuu minneapolis ka baxsado,audio la helay ayaa muujinaya in khilaaf weyn uu ka dhex jiro xubnaha sare ee maamulka,cod sir ah wasaaradda waxbarashada oo laga duubay isagoo qorsheynaya inuu minneapolis ka baxsado audio la helay ayaa muujinaya in khilaaf weyn uu ka dhex jiro xubnaha sare ee maamulka,Politics,0 = Fake News
khasnadda golaha wasiirada oo laga helay wax isdabamarin dhan milyan,baaris hordhac ah ayaa muujinaysa in lacago badan loo leexiyay akoono ka baxsan burtinle,khasnadda golaha wasiirada oo laga helay wax isdabamarin dhan milyan baaris hordhac ah ayaa muujinaysa in lacago badan loo leexiyay akoono ka baxsan burtinle,Finance,0 = Fake News
lacag malaayiin dollar ah oo ka luntay guddoomiyaha baarlamaanka,warbixin hordhac ah ayaa sheegtay musuqmaasuq ka dhacay minneapolis,lacag malaayiin dollar ah oo ka luntay guddoomiyaha baarlamaanka warbixin hordhac ah ayaa sheegtay musuqmaasuq ka dhacay minneapolis,Finance,0 = Fake News
hel lacag dhan adigoo gurigaaga jooga cape town,kaliya waxaad u baahan tahay inaad la wadaagto fariintan qof oo kale oo whatsappkaaga ku jira,hel lacag dhan adigoo gurigaaga jooga cape town kaliya waxaad u baahan tahay inaad la wadaagto fariintan qof oo kale oo whatsappkaaga ku jira,Scams,0 = Fake News
mashruuc weyn oo dib loogu dhisayo wadooyinka xudur,maamulka deegaanka ayaa xadhiga ka jaray mashruuc ku kacaya malaayiin dollar,mashruuc weyn oo dib loogu dhisayo wadooyinka xudur maamulka deegaanka ayaa xadhiga ka jaray mashruuc ku kacaya malaayiin dollar,Development,0 = Fake News
tiktok iyo facebook oo laga mamnuucay afgooye laga bilaabo berri,goaankan ayaa yimid ka dib markii wasaaradu ay sheegtay in la ilaalinayo anshaxa,tiktok iyo facebook oo laga mamnuucay afgooye laga bilaabo berri goaankan ayaa yimid ka dib markii wasaaradu ay sheegtay in la ilaalinayo anshaxa,Technology,0 = Fake News
garoon diyaaradeed oo casri ah oo laga dhisayo columbus,wasaaradda waxbarashada ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,garoon diyaaradeed oo casri ah oo laga dhisayo columbus wasaaradda waxbarashada ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,Development,0 = Fake News
garoon diyaaradeed oo casri ah oo laga dhisayo ottawa,wasaaradda arrimaha gudaha ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,garoon diyaaradeed oo casri ah oo laga dhisayo ottawa wasaaradda arrimaha gudaha ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,Development,0 = Fake News
dayaxa oo labo u kala baxaya caawa xog rasmi ah,saynisyahano ayaa xaqiijiyay in caawa la arki doono dhacdo naadir ah hawada oslo,dayaxa oo labo u kala baxaya caawa xog rasmi ah saynisyahano ayaa xaqiijiyay in caawa la arki doono dhacdo naadir ah hawada oslo,Social,0 = Fake News
heshiis hordhac ah oo laga gaaray doorashada riyadh,ilo wareedyo ayaa xaqiijiyay in hayadda sirdoonka nisa iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,heshiis hordhac ah oo laga gaaray doorashada riyadh ilo wareedyo ayaa xaqiijiyay in hayadda sirdoonka nisa iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,Politics,0 = Fake News
heshiis hordhac ah oo laga gaaray doorashada doha,ilo wareedyo ayaa xaqiijiyay in maamulka koonfur galbeed iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,heshiis hordhac ah oo laga gaaray doorashada doha ilo wareedyo ayaa xaqiijiyay in maamulka koonfur galbeed iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,Politics,0 = Fake News
hel lacag dhan adigoo gurigaaga jooga xudur,kaliya waxaad u baahan tahay inaad la wadaagto fariintan qof oo kale oo whatsappkaaga ku jira,hel lacag dhan adigoo gurigaaga jooga xudur kaliya waxaad u baahan tahay inaad la wadaagto fariintan qof oo kale oo whatsappkaaga ku jira,Scams,0 = Fake News
deg deg bandow lagu soo rogay boosaaso,maamulka gobolka ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,deg deg bandow lagu soo rogay boosaaso maamulka gobolka ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,Security,0 = Fake News
ciidamo dheeri ah oo la dhoobay wadooyinka borama,sababta ayaa lagu sheegay in lagu adkeynayo ammaanka ka dib warar laga helay sirdoonka,ciidamo dheeri ah oo la dhoobay wadooyinka borama sababta ayaa lagu sheegay in lagu adkeynayo ammaanka ka dib warar laga helay sirdoonka,Security,0 = Fake News
fadeexad ururka suxufiyiinta oo laga eryay munaasabadda hidaha iyo dhaqanka ee laascaanood,shacabka ayaa ka xumaaday habdhaqanka masuulkaa intii ay socotay xafladda,fadeexad ururka suxufiyiinta oo laga eryay munaasabadda hidaha iyo dhaqanka ee laascaanood shacabka ayaa ka xumaaday habdhaqanka masuulkaa intii ay socotay xafladda,Social,0 = Fake News
nidaamka cusub ee musharax madaxweyne oo internetka dalka saameynaya,waxaa jira qorshe lagu xirayo baraha bulshada ee laga isticmaalo xudur muddo dhow,nidaamka cusub ee musharax madaxweyne oo internetka dalka saameynaya waxaa jira qorshe lagu xirayo baraha bulshada ee laga isticmaalo xudur muddo dhow,Technology,0 = Fake News
garoon diyaaradeed oo casri ah oo laga dhisayo baydhabo,maamulka jubaland ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,garoon diyaaradeed oo casri ah oo laga dhisayo baydhabo maamulka jubaland ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,Development,0 = Fake News
heshiis hordhac ah oo laga gaaray doorashada minneapolis,ilo wareedyo ayaa xaqiijiyay in shirkadda somtel iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,heshiis hordhac ah oo laga gaaray doorashada minneapolis ilo wareedyo ayaa xaqiijiyay in shirkadda somtel iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,Politics,0 = Fake News
fursad shaqo maamulka hirshabelle oo u baahan shaqaale mushaharkoodu sarreeyo,haddii aad joogto guriceel fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,fursad shaqo maamulka hirshabelle oo u baahan shaqaale mushaharkoodu sarreeyo haddii aad joogto guriceel fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,Scams,0 = Fake News
fadeexad shirkadda hormuud oo laga eryay munaasabadda hidaha iyo dhaqanka ee dubai,shacabka ayaa ka xumaaday habdhaqanka masuulkaa intii ay socotay xafladda,fadeexad shirkadda hormuud oo laga eryay munaasabadda hidaha iyo dhaqanka ee dubai shacabka ayaa ka xumaaday habdhaqanka masuulkaa intii ay socotay xafladda,Social,0 = Fake News
sare u kac ku yimid qiimaha sarifka ee melbourne,ganacsatada ayaa bilaabay inay diidaan lacagta dalka ka dib markii musharax madaxweyne uu soo saaray amar cusub,sare u kac ku yimid qiimaha sarifka ee melbourne ganacsatada ayaa bilaabay inay diidaan lacagta dalka ka dib markii musharax madaxweyne uu soo saaray amar cusub,Finance,0 = Fake News
mucijisada ka dhacday istanbul qof dhintay oo hadlay,kumanaan qof ayaa isugu soo baxay si ay u arkaan arrintan layaabka leh,mucijisada ka dhacday istanbul qof dhintay oo hadlay kumanaan qof ayaa isugu soo baxay si ay u arkaan arrintan layaabka leh,Social,0 = Fake News
nidaamka cusub ee shirkadda somtel oo internetka dalka saameynaya,waxaa jira qorshe lagu xirayo baraha bulshada ee laga isticmaalo baydhabo muddo dhow,nidaamka cusub ee shirkadda somtel oo internetka dalka saameynaya waxaa jira qorshe lagu xirayo baraha bulshada ee laga isticmaalo baydhabo muddo dhow,Technology,0 = Fake News
ciidamo dheeri ah oo la dhoobay wadooyinka buaale,sababta ayaa lagu sheegay in lagu adkeynayo ammaanka ka dib warar laga helay sirdoonka,ciidamo dheeri ah oo la dhoobay wadooyinka buaale sababta ayaa lagu sheegay in lagu adkeynayo ammaanka ka dib warar laga helay sirdoonka,Security,0 = Fake News
sare u kac ku yimid qiimaha sarifka ee qardho,ganacsatada ayaa bilaabay inay diidaan lacagta dalka ka dib markii shirkadda isgaarsiinta uu soo saaray amar cusub,sare u kac ku yimid qiimaha sarifka ee qardho ganacsatada ayaa bilaabay inay diidaan lacagta dalka ka dib markii shirkadda isgaarsiinta uu soo saaray amar cusub,Finance,0 = Fake News
hel lacag dhan adigoo gurigaaga jooga istanbul,kaliya waxaad u baahan tahay inaad la wadaagto fariintan qof oo kale oo whatsappkaaga ku jira,hel lacag dhan adigoo gurigaaga jooga istanbul kaliya waxaad u baahan tahay inaad la wadaagto fariintan qof oo kale oo whatsappkaaga ku jira,Scams,0 = Fake News
ciidamo dheeri ah oo la dhoobay wadooyinka balcad,sababta ayaa lagu sheegay in lagu adkeynayo ammaanka ka dib warar laga helay sirdoonka,ciidamo dheeri ah oo la dhoobay wadooyinka balcad sababta ayaa lagu sheegay in lagu adkeynayo ammaanka ka dib warar laga helay sirdoonka,Security,0 = Fake News
lacag malaayiin dollar ah oo ka luntay qaramada midoobay,warbixin hordhac ah ayaa sheegtay musuqmaasuq ka dhacay berbera,lacag malaayiin dollar ah oo ka luntay qaramada midoobay warbixin hordhac ah ayaa sheegtay musuqmaasuq ka dhacay berbera,Finance,0 = Fake News
ciidamo dheeri ah oo la dhoobay wadooyinka laascaanood,sababta ayaa lagu sheegay in lagu adkeynayo ammaanka ka dib warar laga helay sirdoonka,ciidamo dheeri ah oo la dhoobay wadooyinka laascaanood sababta ayaa lagu sheegay in lagu adkeynayo ammaanka ka dib warar laga helay sirdoonka,Security,0 = Fake News
heshiis hordhac ah oo laga gaaray doorashada dubai,ilo wareedyo ayaa xaqiijiyay in ururka midowga afrika iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,heshiis hordhac ah oo laga gaaray doorashada dubai ilo wareedyo ayaa xaqiijiyay in ururka midowga afrika iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,Politics,0 = Fake News
mucijisada ka dhacday oslo qof dhintay oo hadlay,kumanaan qof ayaa isugu soo baxay si ay u arkaan arrintan layaabka leh,mucijisada ka dhacday oslo qof dhintay oo hadlay kumanaan qof ayaa isugu soo baxay si ay u arkaan arrintan layaabka leh,Social,0 = Fake News
fadeexad shirkadda isgaarsiinta oo laga eryay munaasabadda hidaha iyo dhaqanka ee garowe,shacabka ayaa ka xumaaday habdhaqanka masuulkaa intii ay socotay xafladda,fadeexad shirkadda isgaarsiinta oo laga eryay munaasabadda hidaha iyo dhaqanka ee garowe shacabka ayaa ka xumaaday habdhaqanka masuulkaa intii ay socotay xafladda,Social,0 = Fake News
mucijisada ka dhacday kismaayo qof dhintay oo hadlay,kumanaan qof ayaa isugu soo baxay si ay u arkaan arrintan layaabka leh,mucijisada ka dhacday kismaayo qof dhintay oo hadlay kumanaan qof ayaa isugu soo baxay si ay u arkaan arrintan layaabka leh,Social,0 = Fake News
dhacdo lama filaan ah daawo khatar ah oo lagu arkay helsinki,dhakhaatiir ayaa sheegay in daawadan ay keentay xaalado caafimaad oo daran,dhacdo lama filaan ah daawo khatar ah oo lagu arkay helsinki dhakhaatiir ayaa sheegay in daawadan ay keentay xaalado caafimaad oo daran,Health,0 = Fake News
ciidamo dheeri ah oo la dhoobay wadooyinka minneapolis,sababta ayaa lagu sheegay in lagu adkeynayo ammaanka ka dib warar laga helay sirdoonka,ciidamo dheeri ah oo la dhoobay wadooyinka minneapolis sababta ayaa lagu sheegay in lagu adkeynayo ammaanka ka dib warar laga helay sirdoonka,Security,0 = Fake News
sare u kac ku yimid qiimaha sarifka ee minneapolis,ganacsatada ayaa bilaabay inay diidaan lacagta dalka ka dib markii shirkadda somtel uu soo saaray amar cusub,sare u kac ku yimid qiimaha sarifka ee minneapolis ganacsatada ayaa bilaabay inay diidaan lacagta dalka ka dib markii shirkadda somtel uu soo saaray amar cusub,Finance,0 = Fake News
akhriso xogtan midowga yurub oo xudur kaga dhawaaqay iscasilaad,warar laga helay xudur ayaa sheegaya in midowga yurub uu xilka ka degay cadaadis siyaasadeed awgiis,akhriso xogtan midowga yurub oo xudur kaga dhawaaqay iscasilaad warar laga helay xudur ayaa sheegaya in midowga yurub uu xilka ka degay cadaadis siyaasadeed awgiis,Politics,0 = Fake News
heshiis hordhac ah oo laga gaaray doorashada eyl,ilo wareedyo ayaa xaqiijiyay in shirkadda somtel iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,heshiis hordhac ah oo laga gaaray doorashada eyl ilo wareedyo ayaa xaqiijiyay in shirkadda somtel iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,Politics,0 = Fake News
mucijisada ka dhacday eyl qof dhintay oo hadlay,kumanaan qof ayaa isugu soo baxay si ay u arkaan arrintan layaabka leh,mucijisada ka dhacday eyl qof dhintay oo hadlay kumanaan qof ayaa isugu soo baxay si ay u arkaan arrintan layaabka leh,Social,0 = Fake News
lacag malaayiin dollar ah oo ka luntay golaha wasiirada,warbixin hordhac ah ayaa sheegtay musuqmaasuq ka dhacay dhobley,lacag malaayiin dollar ah oo ka luntay golaha wasiirada warbixin hordhac ah ayaa sheegtay musuqmaasuq ka dhacay dhobley,Finance,0 = Fake News
deg deg bandow lagu soo rogay hargeisa,bangiga adduunka ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,deg deg bandow lagu soo rogay hargeisa bangiga adduunka ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,Security,0 = Fake News
fadeexad wasaaradda arrimaha gudaha oo laga eryay munaasabadda hidaha iyo dhaqanka ee jowhar,shacabka ayaa ka xumaaday habdhaqanka masuulkaa intii ay socotay xafladda,fadeexad wasaaradda arrimaha gudaha oo laga eryay munaasabadda hidaha iyo dhaqanka ee jowhar shacabka ayaa ka xumaaday habdhaqanka masuulkaa intii ay socotay xafladda,Social,0 = Fake News
heshiis hordhac ah oo laga gaaray doorashada laascaanood,ilo wareedyo ayaa xaqiijiyay in ururka midowga afrika iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,heshiis hordhac ah oo laga gaaray doorashada laascaanood ilo wareedyo ayaa xaqiijiyay in ururka midowga afrika iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,Politics,0 = Fake News
tiktok iyo facebook oo laga mamnuucay minneapolis laga bilaabo berri,goaankan ayaa yimid ka dib markii wasaaradu ay sheegtay in la ilaalinayo anshaxa,tiktok iyo facebook oo laga mamnuucay minneapolis laga bilaabo berri goaankan ayaa yimid ka dib markii wasaaradu ay sheegtay in la ilaalinayo anshaxa,Technology,0 = Fake News
hel lacag dhan adigoo gurigaaga jooga eyl,kaliya waxaad u baahan tahay inaad la wadaagto fariintan qof oo kale oo whatsappkaaga ku jira,hel lacag dhan adigoo gurigaaga jooga eyl kaliya waxaad u baahan tahay inaad la wadaagto fariintan qof oo kale oo whatsappkaaga ku jira,Scams,0 = Fake News
garoon diyaaradeed oo casri ah oo laga dhisayo kismaayo,hayadda sirdoonka nisa ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,garoon diyaaradeed oo casri ah oo laga dhisayo kismaayo hayadda sirdoonka nisa ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,Development,0 = Fake News
kulan qarsoodi ah oo qardho ku dhexmaray wasaaradda arrimaha gudaha,ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,kulan qarsoodi ah oo qardho ku dhexmaray wasaaradda arrimaha gudaha ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,Politics,0 = Fake News
fadeexad guddiga doorashada oo laga eryay munaasabadda hidaha iyo dhaqanka ee xudur,shacabka ayaa ka xumaaday habdhaqanka masuulkaa intii ay socotay xafladda,fadeexad guddiga doorashada oo laga eryay munaasabadda hidaha iyo dhaqanka ee xudur shacabka ayaa ka xumaaday habdhaqanka masuulkaa intii ay socotay xafladda,Social,0 = Fake News
sare u kac ku yimid qiimaha sarifka ee burtinle,ganacsatada ayaa bilaabay inay diidaan lacagta dalka ka dib markii wasaaradda waxbarashada uu soo saaray amar cusub,sare u kac ku yimid qiimaha sarifka ee burtinle ganacsatada ayaa bilaabay inay diidaan lacagta dalka ka dib markii wasaaradda waxbarashada uu soo saaray amar cusub,Finance,0 = Fake News
deg deg bandow lagu soo rogay boosaaso,maamulka hirshabelle ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,deg deg bandow lagu soo rogay boosaaso maamulka hirshabelle ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,Security,0 = Fake News
garoon diyaaradeed oo casri ah oo laga dhisayo helsinki,musharax madaxweyne ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,garoon diyaaradeed oo casri ah oo laga dhisayo helsinki musharax madaxweyne ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,Development,0 = Fake News
cod sir ah bangiga dhexe oo laga duubay isagoo qorsheynaya inuu baydhabo ka baxsado,audio la helay ayaa muujinaya in khilaaf weyn uu ka dhex jiro xubnaha sare ee maamulka,cod sir ah bangiga dhexe oo laga duubay isagoo qorsheynaya inuu baydhabo ka baxsado audio la helay ayaa muujinaya in khilaaf weyn uu ka dhex jiro xubnaha sare ee maamulka,Politics,0 = Fake News
garoon diyaaradeed oo casri ah oo laga dhisayo harardhere,guddiga doorashada ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,garoon diyaaradeed oo casri ah oo laga dhisayo harardhere guddiga doorashada ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,Development,0 = Fake News
